conversation_id,date,tweet
1.38E+18,2021-03-31 11:25:37,"@HukumDan Pdhl kalo dimisalkan tu duit buat pembangunan kan bisa buat bayar utang negara yak, lah ini bikin bandara yg ujung²nya jadi bengkel dan sekian ribu hektar sawah digusur, masyarakat sekitar pun malah kena imbasnya"
1.38E+18,2021-03-31 10:48:29,@nindytapu @mutajir_mohamat @hipohan Coba mbak Food estate punya sopo? Kalau bekas sawah yg digusur di Kertajati pasti punya rakyat. Maksude ngono...hak rakyat dimetamorfosis milik segelintir.
1.38E+18,2021-03-31 6:54:46,@Dandhy_Laksono 5000 hektare sawah digusur....
1.38E+18,2021-03-31 6:25:03,"17 Nov 2016: 1500 Tentara &amp; Polisi dikerahkan umtuk hadapi ratusan petani desa Sukamulya, Kertajati, Majalengka yang menolak lahan sawah mereka digusur...puluhan terluka, 3 ditahan! Karena Bandara harus selesai 2018 (sebelum Pilpres?) #Nalar #Indonesia?! https://t.co/8ZCPNeV3V5"
1.38E+18,2021-03-31 0:45:27,@RachlanNashidik Dulu sawah digusur jd bandara yg ga laku lalu berubah jd bengkel
1.38E+18,2021-03-30 16:52:48,"""Nagara Rimba Nusa"" tapi rimbanya dibalak jadi sawah baru. Sementara sawah yang ada digusur jadi pemukiman baru."
1.38E+18,2021-03-27 23:34:42,mungkin itu burung asalanya dari sawah sebelah yang digusur
1.38E+18,2021-03-27 12:18:25,@ilysmtihm Sujeong menginjak tanah sawah sebelum lahannya digusur oleh jo[sebagian teks hilang]
1.37E+18,2021-03-22 8:24:13,@ecosocrights Sumber karbohidrat di Indonesia jenisnya banyak. Tapi kok seakan-akan beras itu paling diistimewakan? Bahkan tak jarang habitat sumber karbohidrat lain digusur hanya untuk buat sawah.
1.37E+18,2021-03-20 11:19:27,Sawah digusur padi diimpor
1.37E+18,2021-03-02 14:57:47,"@bobsingadikrama Gimana mau bertani, kalau sawah digusur jadi pabrik."
1.37E+18,2021-02-28 22:31:27,@kementan Untuk ditingkatkan pertanian sedangkan sawah lahan produktif di desa kami desa tengeng wetan kecamatan siwalan kab Pekalongan jawa Tengah seluas 40 hektare akan digusur dijadikan pabrik
1.36E+18,2021-02-24 20:26:11,"@PutraWadapi Ngecek sawah buat digusur,yg udah 2 mah gtu sih 🤣🤣🤣"
1.36E+18,2021-02-24 20:07:11,Ayo nak anak agroteknologi bikin sawah indoor dlam gedung biar ga gampang digusur
1.36E+18,2021-02-20 8:13:19,Gembar Gembor Ketahanan Pangan. Omong Kosong Lah Itu.. Rakyat Butuh Beras ..Tapi Sawah Dibiarkan Digusur Oleh Pabrik.. Rakyat Butuh Beras.. Tapi Yg Ditanam Malah Singkong.. Bahkan Indonesia Kalah Jauh Dengan Ethiopia. Indonesia Ke 60 Sementara Zimbabwe Ke 31 Dan Ethiopia Ke 27 https://t.co/RnRR7K3wIl
1.36E+18,2021-02-19 11:05:45,@ridhomulki Mereka takut utk kesana. Krn blm familiar. Mentalitas juga kurang ntr kalo kurang ilmu. Paling bener beli sawah lagi yg kira2 ada minyak. Ntr kalo digusur lg dpt uang lg😂
1.36E+18,2021-02-17 20:33:26,"@msaid_didu Oh Indonesiaku, Tanah Subur Rakyat Nganggur Sawah Ladang pun digusur Tanam Jagung Tumbuh Gedung Tanam Padi Tumbuh Korupsi"
1.36E+18,2021-02-17 1:41:17,"Jadi inget cerita dari antah berantah. Satu desa awalnya menentang adanya pembebasan lahan berupa sawah dan rumah. Kemudian karena uang ganti rugi selalu dinaikan maka lama2 warga desa luluh dan mau digusur. Ada satu warga yang kekeuh untuk mempertahankan rumah dan sawahnya,lalu"
1.36E+18,2021-02-14 19:33:54,Jaman pak harto malah 3x dalam setahun pak jaman pakharto Indonesia swasembada pangan pak harto blusukan kesawah berad expor sekarang jaman bpk blusukan kesawah beras impor sawah digusur hidup kita tergantung hasil pertanian pak tlg jangan tol aja di perhatikan
1.36E+18,2021-02-13 21:59:44,@RisdaNurWidia @skatebanana_ Skate tengah sawah yg terancam digusur
1.36E+18,2021-02-09 11:57:13,Wah dukung PLTA toh. Nanti kalau desa dan sawah warga digusur buat dilelepin setuju juga ya
1.36E+18,2021-02-06 7:37:50,kalau tambakrejo ga digusur mungkin sawah besar udah kerendem lagi
1.35E+18,2021-02-05 21:42:11,"@geloraco Kaya buat orang2ngan sawah di tengah laut aja bu? Kata ""abdur stand up"" bukn kata saya. Tp emang capil udah digusur yah sampe turun tangan sndiri?.."
1.36E+18,2021-02-05 15:09:50,@ridwankamil Iyah pa soalnya tanah untuk sawah akan digusur dijadikan pabrik
1.36E+18,2021-02-05 11:48:03,"fenomena semakin tergusurnya tanah untuk pertanian khususnya tanaman padi adalah menyepelekan yang namanya sawah dan menyuruh menanam di pot, . wagu sih, tanah digusur untuk pembangunan tapi warga dianjurkan (dipaksa) menanam skala tanggung kepalang ra karuan di pot,-"
1.36E+18,2021-02-03 19:20:50,"@amdhikaa Nanti sawah ""digusur"" buat bikin ladang panel surya diprotes awkowkwok. Oiya penambangan bahan baku batre tenaga surya juga merusak lingkungan. Sampah? Apa asepmya juga gak merusak atmosfir? Awkowkwok"
1.36E+18,2021-02-03 18:49:31,@sobinfomedia Ketika pemerintah lebih sok tau dari pada petani itu sendiri karena belom pernah mencicipi lahan sawah. Eh udh sering deh. Buat digusur. Xixixixi
1.36E+18,2021-01-31 10:47:57,"Apa mereka belum tahu, Indonesia punya 5,2 juta ha hutan sagu, 4,75 ha di Papua—sangat cukup utk menopang kedaulatan pangan negeri. Di hutan sagu juga tumbuh jamur dan larva yg kaya protein, sayangnya hutan sagu ini banyak digusur oleh proyek cetak sawah dan sawit. https://t.co/vdmd8Yk77S"
1.35E+18,2021-01-27 22:01:03,"Tapipak kebonna ge digusur jadi pabrik, sawah jadi jalan tol, pasir dikedukan. Pak tani nu asli kesulitan dapat pupuk lhoo"
1.35E+18,2021-01-22 20:21:21,"@CapuciniCincau @kegblgnunfaedh Bener banget😭😭😭 dipanggil depan rumah langsung gas main ke sawah😭😭 sekarang sawah udh digusur buat tol, kali udh di pagerin, jarang banjir jadi ga bisa nangkep ikan di jalan😭😭😭temen udh pada diluar pulau...😭😭😭😭😭😭😭😭😭😭😭😭(emotional segudang)"
1.35E+18,2021-01-17 21:24:48,"@alittlemessup Iya alhamdulillah banget, awalnya tuh penuh sawah deket rumah, tapi digusur sebagian, malah dibuat pergudangan gitu, nyesek sih😔"
1.35E+18,2021-01-17 19:38:54,LPBI NU Tinjau 35 Hektare Sawah Digusur Longsor https://t.co/tV4cm5nra7
1.35E+18,2021-01-16 23:55:05,"@schfess Btul stuju nder mau mendirikan panti kucing,punya team untuk bencana,dan mau beli banyak sawah tapi yg ngerjain sawahnya ttp pemilik aslinya ak cm mau ganti nama biar aman gak digusur pemerintah klo dah atas nama pnyaku trus mau melindungi habitat hewan skaligus hutan :)"
1.35E+18,2021-01-12 11:07:17,"@SayaDajjaI @deno_sudarsono @diazmr @ardianpancaa Hahhahha makin ngarang, sawah unuk petani, dimana?, yg ada sawah petani digusur di ntb, hutan adat ditebang untuk perusahaan sawit kl sertifikasi tanah mah emang ada."
1.35E+18,2021-01-12 3:39:53,"@SayaDajjaI @deno_sudarsono @diazmr @ardianpancaa Hahhaha naikkan, buat sawah di kalimantan yg gambut. Kethuilah tanah yg subur itu di jawa tepatnya jawa barat. Tanah petani, malah digusur untuk jl tol, untuk pabrik. ..ketika petani panen malah impor beras, pupuk dibuat susah, diersulit dg kartu2an."
1.35E+18,2021-01-03 9:46:15,di twttr kritis tentang sawah lahan banyak digusur jd cafe kopian resto. di ig foto story nongkrong di tempat2 itu.
1.34E+18,2020-12-25 0:10:23,"""Indonesia tanahnya luas, hasil buminya bagus dan makananya sudah pasti banyak"" belum tau aja ini neneknya jio, kalo sawah banyak digusur buat proyek~"
1.34E+18,2020-12-24 9:33:38,@noyaliberal eh tapi sumpah deket rumah di depok dulu ada sawah gedeee terus ada sungai juga bisa buat main tapi dah digusur jadi perumahan :(
1.34E+18,2020-12-22 10:04:18,"Masyarakat dengan hutannya. Tapi, hutan harus dibabat untuk dijadikan sawah bagi petani. Petani dengan sawahnya.Tapi, sawah harus digusur untuk dijadikan pabrik bagi buruh. Tanpa hutan dibabat, tidak ada sawah. Tanpa sawah digusur, tidak ada pabrik."
1.34E+18,2020-12-17 6:03:27,@jokowi Saya berharap Bpk Jokowi mendengar hati kami. Kami meminta tanah di kampung Sawah Jakarta Utara biar di bayar yang kena digusur buat jalan tol
1.34E+18,2020-12-13 7:20:40,@MemeComicIndo Sawah - sawah di deket rumah gua digusur dijadiin perumahan rakyat..
1.34E+18,2020-12-11 7:05:54,"sawah produktif digusur. produksi pindah di food estate. sawah jd resort tempat wisata. semua jd duit tp masyarakat setempat terseok, alam merana"
1.34E+18,2020-12-10 12:09:27,"Trus Tuan @jokowi bikin proyek food estate. Sementara, sawah yang ada digusur. Lah piye?"
1.34E+18,2020-12-10 9:29:40,@DK_Kartikaa @berlian_idris Padahal kampung dan sawah justru akan menampilkan suasana eksotik. Sayang harus digusur jika hanya untuk resort 👀
1.34E+18,2020-12-09 10:36:04,"Kampung &amp; sawah trancam digusur. Ds Sigapiton, Parapat. 900 ha wil adat diklaim sepihak jd kwsn hutan, lalu digusur Badan Otorita Danau Toba, dijadikan kawasan strategis pariwisata nas. Sdh diresmikan Presiden, sbagian jd kaldera resort org berduit spy bs tidur dgn view D.Toba. https://t.co/6UQFIyNtWy"
1.34E+18,2020-12-09 0:49:53,"@mickeyo80 @CNNIndonesia horang sawah aja digusur jadi pabrik, tambang dan bandara kok mau nemuin petani,"
1.33E+18,2020-12-04 7:21:28,@ridwankamil sawah lagi yang digusur....pak ?
1.33E+18,2020-12-03 16:01:08,"@msaid_didu Besok jg da jl tol solo - yogya Tp kasihan yg digusur, dlu bilang mau ganti untung, tp nyatanya jg haiiiiiiih Sawah 600rb / m2 Rumah 1jt / m2 Rumah 100m2 cman dpt 100jt, blum dibagi ma ahli waris lainnya, boro"" buat rumah, Ya Rabb"
1.33E+18,2020-12-03 14:01:56,"Tanah, bangunan, sawah semuaha digusur....untuk vembangunan.......vembangunan berbayar"
1.33E+18,2020-11-27 23:21:47,@salonpashott Hutan dibabat sawah digusur
1.33E+18,2020-11-23 11:52:15,Aku kini lelah Menunggu resah Menyesap kopi gelisah Di tepian sawah Menatap kerutan wajah Petani yang pasrah Digusur kejam penjajah Penindas penghisap darah Kaya juga hidup mewah Di istana megah Di ujung lembah Negara yang gemah ripah @PelangiPuisi
1.33E+18,2020-11-16 14:08:49,"Seharusnya dilakukan pemulihan thd hutan lindung yang sdh kehilangan fungsi lindung, bukan malah dialihfungsikan. Selain itu, kalau dalihnya ketahanan pangan, kenapa sawah dan lahan pangan lainnya yg sudah ada tidak dilindungi tetapi malah digusur dan dialihfungsikan."
1.33E+18,2020-11-16 11:51:56,"Terus saja begini cara kerja negara dlm mengelola SDA-nya. Sawah beririgasi teknis dan ladang yg ada digusur utk infrastruktur, tambang, perkebunan sawit, property, dan lainnya. Kemudian atas nama ketahanan pangan, hutan dibabat dan cetak sawah baru. https://t.co/tTqcTZE5LC"
1.33E+18,2020-11-14 11:47:20,"@chuyAjah sawah digusur nanam padi dimana? impor beras lagi,untung importir,importirnya cukong,mrk lagi kaya raya"
1.33E+18,2020-11-13 13:07:43,"@IndomieRawon @namakubayangan @hilmipx @milyasa001 @andreasharsono @KorindoGroup Mas, coba cari info di Papua juga dibuka lahan buat persawahan. Tapi apa hasilnya? Gagal total. Jelas lahannya bukan untuk sawah. Yang jelas untuk sawah malah digusur jadi bandara."
1.33E+18,2020-11-10 20:04:46,"Pernah sampai dititik dimana next ""Bikin rumah di pinggir gunung dan sawah ya"" eeeh sawahnya digusur pemerintah hatinya juga ikut kegusur daah:("
1.33E+18,2020-11-10 19:11:11,"@Zahra04458154 Bilang petani itu pahlawan,,tapi sering terjadi sawah sawah digusur.."
1.32E+18,2020-11-07 8:04:18,@LokadataID Tapi lahan petani digusur paksa.. Jutaan hektare sawah dibuat food estate yang ngelola BUMN wowww
1.32E+18,2020-11-05 9:33:18,Jd kepikiran sawah yg ilang &amp
1.32E+18,2020-11-04 16:02:07,"@resep_JSR Dulu waktu saya kecil, waktu zaman awal pembangunan taman Yasmin Bogor sekitar th 1996, banyak penggusuran kebun &amp; sawah. Waktu itu saya &amp; kawan pernah minum air kelapa yang asli rasanya kaya bersoda mirip2 sprite Karena sudah di beli PT &amp; nunggu digusur jadi bebas buat siapa aja"
1.32E+18,2020-11-02 11:48:34,"@sbyfess golek usaha to, sawah e digusur ngunu"
1.32E+18,2020-11-02 8:51:06,@jugijakijug1 @sbyfess Sender nulis Sawah hyung bukan rumah yg digusur.
1.32E+18,2020-10-30 17:31:19,@CNNIndonesia Petani dimana pak? Sawah keluarga saya aja mau digusur untuk wisata 😢😭
1.32E+18,2020-10-30 14:09:19,Sawah habis digusur disuruh nyawah lagi
1.32E+18,2020-10-30 13:39:38,"Di kampungku, sawah digusur buat jalan raya. Yg nolak didatengin preman malem2 dan tidak dapat apa-apa. Di negara ini, bagi rakyat kecil, tidak ada jaminan apapun asetnya aman"
1.32E+18,2020-10-30 12:11:11,"@kompascom SAWAH NYA AJA DIGUSUR ,gmna mau jadi petani?"
1.32E+18,2020-10-30 11:27:19,"Bukan masalah malu tapi sawah nya udh jadi tambang, pabrik, sama sawit. Trs gmna ngegarap sawahnya? Petani yg udh ada aja digusur kok. Duh"
1.32E+18,2020-10-30 9:28:16,@CNNIndonesia Mau jadi petani gimana sawah ladang hutan digusur buat bangun jadi gedung.
1.32E+18,2020-10-30 8:26:04,Lahan sawah aja digusur gimana mau jd petani pak😒
1.32E+18,2020-10-30 8:22:40,"mok males, sawah e digusur engkok"
1.32E+18,2020-10-30 4:18:21,"@elisa_jkt Ditempat aku sawah digusur dijadiin perumahan2 elit, trs kadang suka nyeletuk aja sama orang2 gini ""Yaudah biarin aja sawah tambah dikit, jadiin perumahan mulu. Biar nanti orang2 makan batu bata sama semen, udah pada gabutuh nasi palingan"""
1.32E+18,2020-10-30 1:25:37,"@elisa_jkt Disonansi kognitif. Diminta jadi petani, begitu jadi petani eh sawah digusur."
1.32E+18,2020-10-29 21:14:47,Gk mau ah digusur ntr sawah gw
1.32E+18,2020-10-29 20:59:51,@CNNIndonesia Sawah nya aja digusur atas nama investasi :(
1.32E+18,2020-10-29 20:42:12,"@txtdrpemerintah Gmna mau jadi petani klo sawah aja byk digusur, harga ketika panen murah, biaya perawatan taneman mahal, impor ekspor juga perlu dipertimbangkan!"
1.32E+18,2020-10-29 19:40:25,"Sawah digusur demi proyek negara, sekarang pemuda didorong untuk jadi petani. Tidak ada yang salah jadi petani. Yang salah adalah kebijakan bapak!"
1.32E+18,2020-10-28 6:44:01,"Berkat video yang viral di malioboro yang ""mengatasnamakan"" warga jogja, menggelar 'aksi' berjoget bersama dengan latar belakang ' Jogo jogja', saya semakin yakin Malioboro adalah Way Of LIFE, warga Jogja. UMR rendah ga masalah, Sawah digusur Fine, Asal Malioboro tetep ono,"
1.32E+18,2020-10-27 17:40:02,"Kotaku ""Dari sebutan kota pelajar dirubah ke kota pariwisata"" bung yang dapat cuan dari istilah ""kota pariwisata cuma orang² kelas atas dan investor kaya raya, yang bisa beli pantai dan lokasi² ini itu. Lanek sek kang macul, kang tandur, karo kang lep sawah yo mung digusur."
1.32E+18,2020-10-27 14:18:07,"Lama-lama semakin keliatan.. hutan,sawah, lahan hijau, lahan tempat tinggal digusur smua demi pembangunan dan investasi.. padahal manusia pun hidup dari alam dan alam memberikannya secara gratis.. tapi manusia membalasnya dengan cara merusak.."
1.32E+18,2020-10-27 12:38:20,"main futsal wae bro, sawah we digusur ketoke lapangan balbalan yo hoo"
1.32E+18,2020-10-27 6:45:25,Komodo aja digusur lahannya apalagi cuman sawah Bapak kau!!!!
1.32E+18,2020-10-26 17:31:58,"Betul tuh kak, gamungkin dong, di rezim ini, rezim yang sama yang membiarkan sawah digusur demi bandara ataupun pabrik, juga membiarkan warganya dipukulin aparat karena mempertahankan tempat tinggalnya ngerusak tempat konservasi komodo, mustahil bgt lahhh~ kita sayang mokondo😎👍"
1.32E+18,2020-10-24 23:07:37,"Juga para eSJeWe(k) adalah kumpulan para""halu"" yg mngkin sdang ter""ekstasi""kan demi ambisi segelintir elite politik tertentu akibat 'sawah ladang'nya digusur oleh kepemimpinan bapak @jokowi agar didpt kesederhanaan perizinan (misalnya), atwpun hal2 lainnya. @Aan_Hantorov https://t.co/zzyI71qdHi"
1.32E+18,2020-10-24 21:43:41,Tok jogja-solo tu sebener e gmn sih sedih bgt sawah padah digusur :(
1.32E+18,2020-10-24 13:22:11,"kesenjangan sosial, tawuran ormas, klitih, bukit gundul, sawah digusur, banyaknya tunawisma, kekurangan air bersih, kongsi pengusaha dan penguasa itu contoh-contoh romantis?"
1.32E+18,2020-10-23 21:45:08,kaubenarkan dgn argumen bertani di lahan sempit tdk menguntungkan. Lebih baik cetak sawah besar2an di luar Jawa. Pdhl di luar Jawa digusur juga. Bekerja ke kota atau jadi TKI itu adalah hak. Itu benar. Hanya saja tdk semua yg bekerja ke kota atau jadi TKI itu bekerja krn
1.32E+18,2020-10-23 19:48:04,"Cetak sawah di luar Jawa sdh merusak ekosistem, biaya besar dan pakai dana utang, giliran sdh jd sawah eh digusur oleh industri perkebunan sawit dan tambang. Ironisnya hampir setiap tahun ada program cetak sawah, sementara sawah yg sdh ada dibiarkan terus digusur. Negara ajaib"
1.32E+18,2020-10-23 19:34:25,"@DataBanyumas Bukan itu yg terjadi. Yg terjadi, sawah2 yg sdh dicetak di luar Jawa juga banyak yg digusur. Bedanya sawah2 di luar Jawa digusur oleh perkebunan sawit, tambang dan lainnya. Bahkan bukan hanya sawah, desa2 juga hilang digusur sawit dan tambang."
1.32E+18,2020-10-23 19:32:46,"@DataBanyumas @ecosocrights Kalau di P Jawa, ampun. Yg jls gusur2 jarang mikir dampak jgk panjang buat yg digusur. Uang ganti bkn jwbn. Petaninya apa hrs jd petugas tol? Cari lahan baru, bikin sawah lg atw babat alas? Ini hrs dipikir jg."
1.32E+18,2020-10-23 18:53:17,"Bukan itu yg terjadi. Yg terjadi, sawah2 yg sdh dicetak di luar Jawa juga banyak yg digusur. Bedanya sawah2 di luar Jawa digusur oleh perkebunan sawit, tambang dan lainnya. Bahkan bukan hanya sawah, desa2 juga hilang digusur sawit dan tambang."
1.32E+18,2020-10-23 14:04:19,"Tanam Padi, tumbuh Tol. Patok merah, sawah di selokan Mataram Sleman akan digusur untuk Tol Jogja-Solo. https://t.co/XGK85kEqxr"
1.32E+18,2020-10-19 21:05:00,@Fahrrur_ @AREAJULID Tapi mau main layangan pun skrg lahan nya digusur perumahan dsb. Dan bikin bahaya. Harusnya orang tua jaman sekarang dong yg disalahin? Karena sibuk bikin pabrik daripada ngolah sawah kebun dsb wkwk
1.32E+18,2020-10-19 9:32:05,@DataBanyumas @sgiinanjar_ @Dandhy_Laksono @adsafha @PakattDayak @Vaneo24 Ada masyarakat hutan pengen hutannya digusur ganti sawah? Wkwkwk goblok
1.32E+18,2020-10-17 17:38:22,@spojch3cooh 🤔 sawah digusur
1.32E+18,2020-10-11 9:51:17,Sampai kapan sawah ini bertahan? Mungkin nanti akan digusur atas nama proyek strategis nasional. Mungkin nanti kita akan makan uang https://t.co/ogWeuYnp7q
1.31E+18,2020-10-11 9:40:20,"@1990_afif @aariifin @Anne52341960 @didienAZHAR Halte rusak koar koar, sawah dijadiin beton, rumah digusur dijadiin tol, hutan dibakar ga koar koar tuh"
1.31E+18,2020-10-10 7:50:31,"@tutiramadhanif @mlgcollegefess Receh opinimu, menandakan dangkal otakmu. Fasum dibela mati-matian, giliran hutan ditebang, sawah digusur, nyawa dihilangkan malah diabaikan. Saya pamit undur diri."
1.31E+18,2020-10-10 1:53:15,"‘Kan, tapi kan, tapi kan, rumah yang digusur dan sawah yag dibuldoser bukan fasilitas umum?!’"
1.31E+18,2020-10-10 0:18:46,"Ada yg bilang, ""kenapa kita marah ngeliat warung dan halte dibakar, sementara sawah digusur engga marah?"" Sudut pandang orang macam2, prioritas pun lain2, jgn jejali orang ide besar kalau buat makan besok pun masih mikir. Tumbuhkan kesadaran, bukan kemarahan. Marah kok ngajak2."
1.31E+18,2020-10-09 22:12:19,"@ovrialc @rivaldosantosa Emberrr kemana aja, pas hutan kebakar, sawah digusur..."
1.31E+18,2020-10-09 19:14:05,"@ariefmiftah07 @Man_Dalban_ seneng ra alas e diobongi, sawahe dadeke tol, omahmu digusur dadeke mol ? seneng ra duit pajakmu dikorupsi? wong cilik ngrusak paling sepiroa"
1.31E+18,2020-10-09 18:21:14,Bener bang. Rasanya mau bilang “Hutan rusak diem. Sawah digusur diem. Tanah warga disita paksa diem. Giliran halte busway rusak mrk bacot kemana2. Apa krn yg lain2 itu ga relate sm kehidupan mrk?”
1.31E+18,2020-10-09 18:10:16,"Giliran halte dibakar berisiknya minta ampun. Ketika hutan dibakar, sawah dijadikan bandara, rumah warga digusur, hutan lindung dijadikan tambang, dan hutan adat ditanami sawit. Anda semua diam saja. Anjing kalian semua."
1.31E+18,2020-10-09 15:22:46,"Nunggu ada yg komen ""halte dibakar lu marah, giliran hutan terbakar, sawah petani digusur, pada diem"" #RakyatBukanCumaElu #TolakUUCiptaKerjaa #TolakOmnibuslawDPR https://t.co/kiZmoUM7yN"
1.31E+18,2020-10-09 13:07:20,"Bener banget mas, mending hutan dibakar, sawah ama rumah rakyat digusur daripada halte yang kebakar yakan 😭 kan nanti jadi gabisa pulang kalo dibakar haltenya huhu"
