,conversation_id,date,tweet,,,,,,,,,,,,,
51,1.35E+018,2021-01-22 20:21:21,Bener banget dipanggil depan rumah langsung gas main ke sawah sekarang sawah udh digusur buat tol  kali udh di pagerin  jarang banjir jadi ga bisa nangkep ikan di jalantemen udh pada diluar pulau    emotional segudang,,,,,,,,,,,,,
52,1.35E+018,2021-01-17 21:24:48,Iya alhamdulillah banget  awalnya tuh penuh sawah deket rumah  tapi digusur sebagian  malah dibuat pergudangan gitu  nyesek sih,,,,,,,,,,,,,
53,1.35E+018,2021-01-16 23:55:05,Btul stuju nder mau mendirikan panti kucing punya team untuk bencana dan mau beli banyak sawah tapi yg ngerjain sawahnya ttp pemilik aslinya ak cm mau ganti nama biar aman gak digusur pemerintah klo dah atas nama pnyaku trus mau melindungi habitat hewan skaligus hutan,,,,,,,,,,,,,
54,1.35E+018,2021-01-12 11:07:17,Hahhahha makin ngarang  sawah unuk petani  dimana   yg ada sawah petani digusur di ntb  hutan adat ditebang untuk perusahaan sawit kl sertifikasi tanah mah emang ada,,,,,,,,,,,,,
55,1.35E+018,2021-01-12 3:39:53,Hahhaha naikkan  buat sawah di kalimantan yg gambut  Kethuilah tanah yg subur itu di jawa tepatnya jawa barat  Tanah petani  malah digusur untuk jl tol  untuk pabrik    ketika petani panen malah impor beras  pupuk dibuat susah  diersulit dg kartu an,,,,,,,,,,,,,
56,1.35E+018,2021-01-03 9:46:15,di twttr kritis tentang sawah lahan banyak digusur jd cafe kopian resto  di ig foto story nongkrong di tempat  itu,,,,,,,,,,,,,
57,1.34E+018,2020-12-25 0:10:23,Indonesia tanahnya luas  hasil buminya bagus dan makananya sudah pasti banyak  belum tau aja ini neneknya jio  kalo sawah banyak digusur buat proyek,,,,,,,,,,,,,
58,1.34E+018,2020-12-24 9:33:38,eh tapi sumpah deket rumah di depok dulu ada sawah gedeee terus ada sungai juga bisa buat main tapi dah digusur jadi perumahan,,,,,,,,,,,,,
59,1.34E+018,2020-12-22 10:04:18,Masyarakat dengan hutannya  Tapi  hutan harus dibabat untuk dijadikan sawah bagi petani  Petani dengan sawahnya Tapi  sawah harus digusur untuk dijadikan pabrik bagi buruh  Tanpa hutan dibabat  tidak ada sawah  Tanpa sawah digusur  tidak ada pabrik,,,,,,,,,,,,,
60,1.34E+018,2020-12-17 6:03:27,Saya berharap Bpk Jokowi mendengar hati kami  Kami meminta tanah di kampung Sawah Jakarta Utara biar di bayar yang kena digusur buat jalan tol,,,,,,,,,,,,,
61,1.34E+018,2020-12-13 7:20:40,Sawah   sawah di deket rumah gua digusur dijadiin perumahan rakyat,,,,,,,,,,,,,
62,1.34E+018,2020-12-11 7:05:54,sawah produktif digusur  produksi pindah di food estate  sawah jd resort tempat wisata  semua jd duit tp masyarakat setempat terseok  alam merana,,,,,,,,,,,,,
63,1.34E+018,2020-12-10 12:09:27,Trus Tuan  bikin proyek food estate  Sementara  sawah yang ada digusur  Lah piye,,,,,,,,,,,,,
64,1.34E+018,2020-12-10 9:29:40,Padahal kampung dan sawah justru akan menampilkan suasana eksotik  Sayang harus digusur jika hanya untuk resort,,,,,,,,,,,,,
65,1.34E+018,2020-12-09 0:49:53,horang sawah aja digusur jadi pabrik  tambang dan bandara kok mau nemuin petani,,,,,,,,,,,,,
66,1.33E+018,2020-12-04 7:21:28,sawah lagi yang digusur    pak,,,,,,,,,,,,,
67,1.33E+018,2020-12-03 16:01:08,Besok jg da jl tol solo   yogya Tp kasihan yg digusur  dlu bilang mau ganti untung  tp nyatanya jg haiiiiiiih Sawah    rb   m  Rumah  jt   m  Rumah    m  cman dpt    jt  blum dibagi ma ahli waris lainnya  boro  buat rumah  Ya Rabb,,,,,,,,,,,,,
68,1.33E+018,2020-12-03 14:01:56,Tanah  bangunan  sawah semuaha digusur    untuk vembangunan       vembangunan berbayar,,,,,,,,,,,,,
69,1.33E+018,2020-11-27 23:21:47,Hutan dibabat sawah digusur,,,,,,,,,,,,,
70,1.33E+018,2020-11-23 11:52:15,Aku kini lelah Menunggu resah Menyesap kopi gelisah Di tepian sawah Menatap kerutan wajah Petani yang pasrah Digusur kejam penjajah Penindas penghisap darah Kaya juga hidup mewah Di istana megah Di ujung lembah Negara yang gemah ripah,,,,,,,,,,,,,
71,1.33E+018,2020-11-16 14:08:49,Seharusnya dilakukan pemulihan thd hutan lindung yang sdh kehilangan fungsi lindung  bukan malah dialihfungsikan  Selain itu  kalau dalihnya ketahanan pangan  kenapa sawah dan lahan pangan lainnya yg sudah ada tidak dilindungi tetapi malah digusur dan dialihfungsikan,,,,,,,,,,,,,
72,1.33E+018,2020-11-14 11:47:20,sawah digusur nanam padi dimana  impor beras lagi untung importir importirnya cukong mrk lagi kaya raya,,,,,,,,,,,,,
73,1.33E+018,2020-11-13 13:07:43,Mas  coba cari info di Papua juga dibuka lahan buat persawahan  Tapi apa hasilnya  Gagal total  Jelas lahannya bukan untuk sawah  Yang jelas untuk sawah malah digusur jadi bandara,,,,,,,,,,,,,
74,1.33E+018,2020-11-10 20:04:46,Pernah sampai dititik dimana next  Bikin rumah di pinggir gunung dan sawah ya  eeeh sawahnya digusur pemerintah hatinya juga ikut kegusur daah,,,,,,,,,,,,,
75,1.33E+018,2020-11-10 19:11:11,Bilang petani itu pahlawan  tapi sering terjadi sawah sawah digusur,,,,,,,,,,,,,
76,1.32E+018,2020-11-07 8:04:18,Tapi lahan petani digusur paksa   Jutaan hektare sawah dibuat food estate yang ngelola BUMN wowww,,,,,,,,,,,,,
77,1.32E+018,2020-11-05 9:33:18,Jd kepikiran sawah yg ilang  amp,,,,,,,,,,,,,
78,1.32E+018,2020-11-04 16:02:07,Dulu waktu saya kecil  waktu zaman awal pembangunan taman Yasmin Bogor sekitar th       banyak penggusuran kebun  amp  sawah  Waktu itu saya  amp  kawan pernah minum air kelapa yang asli rasanya kaya bersoda mirip  sprite Karena sudah di beli PT  amp  nunggu digusur jadi bebas buat siapa aja,,,,,,,,,,,,,
79,1.32E+018,2020-11-02 11:48:34,golek usaha to  sawah e digusur ngunu,,,,,,,,,,,,,
80,1.32E+018,2020-11-02 8:51:06,Sender nulis Sawah hyung bukan rumah yg digusur,,,,,,,,,,,,,
81,1.32E+018,2020-10-30 17:31:19,Petani dimana pak  Sawah keluarga saya aja mau digusur untuk wisata,,,,,,,,,,,,,
82,1.32E+018,2020-10-30 14:09:19,Sawah habis digusur disuruh nyawah lagi,,,,,,,,,,,,,
83,1.32E+018,2020-10-30 13:39:38,Di kampungku  sawah digusur buat jalan raya  Yg nolak didatengin preman malem  dan tidak dapat apa apa  Di negara ini  bagi rakyat kecil  tidak ada jaminan apapun asetnya aman,,,,,,,,,,,,,
84,1.32E+018,2020-10-30 12:11:11,SAWAH NYA AJA DIGUSUR  gmna mau jadi petani,,,,,,,,,,,,,
85,1.32E+018,2020-10-30 11:27:19,Bukan masalah malu tapi sawah nya udh jadi tambang  pabrik  sama sawit  Trs gmna ngegarap sawahnya  Petani yg udh ada aja digusur kok  Duh,,,,,,,,,,,,,
86,1.32E+018,2020-10-30 9:28:16,Mau jadi petani gimana sawah ladang hutan digusur buat bangun jadi gedung,,,,,,,,,,,,,
87,1.32E+018,2020-10-30 8:26:04,Lahan sawah aja digusur gimana mau jd petani pak,,,,,,,,,,,,,
88,1.32E+018,2020-10-30 8:22:40,mok males  sawah e digusur engkok,,,,,,,,,,,,,
89,1.32E+018,2020-10-30 4:18:21,Ditempat aku sawah digusur dijadiin perumahan  elit  trs kadang suka nyeletuk aja sama orang  gini  Yaudah biarin aja sawah tambah dikit  jadiin perumahan mulu  Biar nanti orang  makan batu bata sama semen  udah pada gabutuh nasi palingan,,,,,,,,,,,,,
90,1.32E+018,2020-10-30 1:25:37,Disonansi kognitif  Diminta jadi petani  begitu jadi petani eh sawah digusur,,,,,,,,,,,,,
91,1.32E+018,2020-10-29 21:14:47,Gk mau ah digusur ntr sawah gw,,,,,,,,,,,,,
92,1.32E+018,2020-10-29 20:59:51,Sawah nya aja digusur atas nama investasi,,,,,,,,,,,,,
93,1.32E+018,2020-10-29 20:42:12,Gmna mau jadi petani klo sawah aja byk digusur  harga ketika panen murah  biaya perawatan taneman mahal  impor ekspor juga perlu dipertimbangkan,,,,,,,,,,,,,
94,1.32E+018,2020-10-29 19:40:25,Sawah digusur demi proyek negara  sekarang pemuda didorong untuk jadi petani  Tidak ada yang salah jadi petani  Yang salah adalah kebijakan bapak,,,,,,,,,,,,,
95,1.32E+018,2020-10-28 6:44:01,Berkat video yang viral di malioboro yang  mengatasnamakan  warga jogja  menggelar  aksi  berjoget bersama dengan latar belakang   Jogo jogja   saya semakin yakin Malioboro adalah Way Of LIFE  warga Jogja  UMR rendah ga masalah  Sawah digusur Fine  Asal Malioboro tetep ono,,,,,,,,,,,,,
96,1.32E+018,2020-10-27 17:40:02,Kotaku  Dari sebutan kota pelajar dirubah ke kota pariwisata  bung yang dapat cuan dari istilah  kota pariwisata cuma orang  kelas atas dan investor kaya raya  yang bisa beli pantai dan lokasi  ini itu  Lanek sek kang macul  kang tandur  karo kang lep sawah yo mung digusur,,,,,,,,,,,,,
97,1.32E+018,2020-10-27 14:18:07,Lama lama semakin keliatan   hutan sawah  lahan hijau  lahan tempat tinggal digusur smua demi pembangunan dan investasi   padahal manusia pun hidup dari alam dan alam memberikannya secara gratis   tapi manusia membalasnya dengan cara merusak,,,,,,,,,,,,,
98,1.32E+018,2020-10-27 12:38:20,main futsal wae bro  sawah we digusur ketoke lapangan balbalan yo hoo,,,,,,,,,,,,,
99,1.32E+018,2020-10-27 6:45:25,Komodo aja digusur lahannya apalagi cuman sawah Bapak kau,,,,,,,,,,,,,
100,1.32E+018,2020-10-26 17:31:58,Betul tuh kak  gamungkin dong  di rezim ini  rezim yang sama yang membiarkan sawah digusur demi bandara ataupun pabrik  juga membiarkan warganya dipukulin aparat karena mempertahankan tempat tinggalnya ngerusak tempat konservasi komodo  mustahil bgt lahhh  kita sayang mokondo,,,,,,,,,,,,,
101,1.32E+018,2020-10-24 21:43:41,Tok jogja solo tu sebener e gmn sih sedih bgt sawah padah digusur,,,,,,,,,,,,,
102,1.32E+018,2020-10-24 13:22:11,kesenjangan sosial  tawuran ormas  klitih  bukit gundul  sawah digusur  banyaknya tunawisma  kekurangan air bersih  kongsi pengusaha dan penguasa itu contoh contoh romantis,,,,,,,,,,,,,
103,1.32E+018,2020-10-23 21:45:08,kaubenarkan dgn argumen bertani di lahan sempit tdk menguntungkan  Lebih baik cetak sawah besar an di luar Jawa  Pdhl di luar Jawa digusur juga  Bekerja ke kota atau jadi TKI itu adalah hak  Itu benar  Hanya saja tdk semua yg bekerja ke kota atau jadi TKI itu bekerja krn,,,,,,,,,,,,,
104,1.32E+018,2020-10-23 19:48:04,Cetak sawah di luar Jawa sdh merusak ekosistem  biaya besar dan pakai dana utang  giliran sdh jd sawah eh digusur oleh industri perkebunan sawit dan tambang  Ironisnya hampir setiap tahun ada program cetak sawah  sementara sawah yg sdh ada dibiarkan terus digusur  Negara ajaib,,,,,,,,,,,,,
105,1.32E+018,2020-10-23 19:34:25,Bukan itu yg terjadi  Yg terjadi  sawah  yg sdh dicetak di luar Jawa juga banyak yg digusur  Bedanya sawah  di luar Jawa digusur oleh perkebunan sawit  tambang dan lainnya  Bahkan bukan hanya sawah  desa  juga hilang digusur sawit dan tambang,,,,,,,,,,,,,
106,1.32E+018,2020-10-23 19:32:46,Kalau di P Jawa  ampun  Yg jls gusur  jarang mikir dampak jgk panjang buat yg digusur  Uang ganti bkn jwbn  Petaninya apa hrs jd petugas tol  Cari lahan baru  bikin sawah lg atw babat alas  Ini hrs dipikir jg,,,,,,,,,,,,,
107,1.32E+018,2020-10-19 21:05:00,Tapi mau main layangan pun skrg lahan nya digusur perumahan dsb  Dan bikin bahaya  Harusnya orang tua jaman sekarang dong yg disalahin  Karena sibuk bikin pabrik daripada ngolah sawah kebun dsb wkwk,,,,,,,,,,,,,
108,1.32E+018,2020-10-19 9:32:05,Ada masyarakat hutan pengen hutannya digusur ganti sawah  Wkwkwk goblok,,,,,,,,,,,,,
109,1.32E+018,2020-10-17 17:38:22,sawah digusur,,,,,,,,,,,,,
110,1.31E+018,2020-10-11 9:40:20,Halte rusak koar koar  sawah dijadiin beton  rumah digusur dijadiin tol  hutan dibakar ga koar koar tuh,,,,,,,,,,,,,
111,1.31E+018,2020-10-10 7:50:31,Receh opinimu  menandakan dangkal otakmu  Fasum dibela mati matian  giliran hutan ditebang  sawah digusur  nyawa dihilangkan malah diabaikan  Saya pamit undur diri,,,,,,,,,,,,,
112,1.31E+018,2020-10-10 1:53:15,Kan  tapi kan  tapi kan  rumah yang digusur dan sawah yag dibuldoser bukan fasilitas umum,,,,,,,,,,,,,
113,1.31E+018,2020-10-10 0:18:46,Ada yg bilang   kenapa kita marah ngeliat warung dan halte dibakar  sementara sawah digusur engga marah   Sudut pandang orang macam   prioritas pun lain   jgn jejali orang ide besar kalau buat makan besok pun masih mikir  Tumbuhkan kesadaran  bukan kemarahan  Marah kok ngajak,,,,,,,,,,,,,
114,1.31E+018,2020-10-09 22:12:19,Emberrr kemana aja  pas hutan kebakar  sawah digusur,,,,,,,,,,,,,
115,1.31E+018,2020-10-09 19:14:05,seneng ra alas e diobongi  sawahe dadeke tol  omahmu digusur dadeke mol   seneng ra duit pajakmu dikorupsi  wong cilik ngrusak paling sepiroa,,,,,,,,,,,,,
116,1.31E+018,2020-10-09 18:21:14,Bener bang  Rasanya mau bilang  Hutan rusak diem  Sawah digusur diem  Tanah warga disita paksa diem  Giliran halte busway rusak mrk bacot kemana   Apa krn yg lain  itu ga relate sm kehidupan mrk,,,,,,,,,,,,,
117,1.31E+018,2020-10-09 18:10:16,Giliran halte dibakar berisiknya minta ampun  Ketika hutan dibakar  sawah dijadikan bandara  rumah warga digusur  hutan lindung dijadikan tambang  dan hutan adat ditanami sawit  Anda semua diam saja  Anjing kalian semua,,,,,,,,,,,,,
118,1.31E+018,2020-10-09 13:07:20,Bener banget mas  mending hutan dibakar  sawah ama rumah rakyat digusur daripada halte yang kebakar yakan  kan nanti jadi gabisa pulang kalo dibakar haltenya huhu,,,,,,,,,,,,,
119,1.31E+018,2020-10-09 11:13:36,Bacot aja si   hutan dibakar butuh berapa ratus tahun  Sawah digusur dibikin pabrik  kelapa sawit dibabat habis cuma buat segelintir oknum bangsat  hak buruh dikebiri  giliran gini disuruh santun  OTAK MANA OTAK,,,,,,,,,,,,,
120,1.31E+018,2020-10-09 11:03:32,Kasihan hatenya dibakar  rangorang mau kerja gimana kalo haltenya dibakar       Sawah dan lahan perkebunan warga disrobot digusur    Mereka mau nanem padi  cari nafkah dimana dan gimana nasibnya      Konflik agraria kok diem aja,,,,,,,,,,,,,
121,1.31E+018,2020-10-09 9:56:20,Aku juga gak mendukung anarkisme  tapi bisa dipahami mengapa sampai begitu  Lah hutan dibakar  sawah kebun rumah digusur paksa  eksploitasi alam di mana mana  Masa kudu diam  Iya  gak semua aparat dan anggota dewan jahat  Sama  gak semua pendemo anarkis,,,,,,,,,,,,,
122,1.31E+018,2020-10-09 8:42:44,Apa kabar sawah yg dibeton  hutan yg digunduli  rumah yg digusur dan sungai yg dialiri limbah pabrik,,,,,,,,,,,,,
123,1.31E+018,2020-10-09 8:14:01,Pendemo dibantah pake  udah baca uu nya yang demo   Pendukung demo yang menyayangkan fasum dibakar dibantah  hutan dibakar  sawah digusur kalian diem aja   Nanti opini barusan masih dibantah lagi  umat muslim dizalimi kalian diem aja   Nanti masih   ahh udah diem aja deh,,,,,,,,,,,,,
124,1.31E+018,2020-10-09 7:45:57,ya besok kalau rumahmu atau sawah keluargamu digusur secara paksa dan tidak ada ganti rugi secara baik  urusin aja sendiri ya,,,,,,,,,,,,,
125,1.31E+018,2020-10-09 6:41:31,HALTE DIBAKAR AJA HEBOH STENGAH GILA LO NJING  HUTAN DIBAKAR  SAWAH DIGUSUR BIASA BIASA AJA EMNG RAKYAT NGENTOT LO,,,,,,,,,,,,,
126,1.31E+018,2020-10-08 22:52:48,Waktu sawah dirampas  hutan dibakar  lahan adat digusur lalu masyarakat harus menyampaikan keluhkesahnya dengan cara yg santun   Hellno,,,,,,,,,,,,,
127,1.31E+018,2020-10-08 22:33:45,Hutan dibakar  sawah dan rumahnya digusur  dan kini hak haknya sebagai pekerja dikebiri  Terus rakyat dipaksa    santun dan elegan,,,,,,,,,,,,,
128,1.31E+018,2020-10-08 21:16:21,hutan dibakar  sawah rumah digusur kok dibandingin sama vandal sih  premis nya ga kesitu  comparing smth itu apple to apple  lagi fasmum gue pake  dia pake  mereka pake  kita semua pake  bagi gue vandal adalah kriminal apapun alesannya  c mon jangan buat PR kita jadi makin banyak,,,,,,,,,,,,,
129,1.31E+018,2020-10-08 20:57:50,Pendemo merusak  Apa tak kau lihat kerusakan yg ditimbulkan oleh tirani  amp,,,,,,,,,,,,,
130,1.31E+018,2020-10-08 20:04:10,Hutan dibakar DIEM Sawah petani digusur DIEM Pelanggaran HAM ke orang kecil DIEM Ga ikut aksi   karena mikir yg rugi kalo ini di sahkan cuma mahasiswa sama buruh pabrik Bisa bisanya masih banyak yg ngebacot kek gini lawak bgt,,,,,,,,,,,,,
